Country,ISO,State,City,Label
USA,USA,Mississippi,Hancock,210
USA,USA,Mississippi,Clarke,210
USA,USA,Mississippi,Hinds,210
USA,USA,Mississippi,Rankin,210
USA,USA,Mississippi,Walthall,210
USA,USA,Mississippi,Wilkinson,210
USA,USA,Mississippi,Wayne,210
USA,USA,Mississippi,Madison,210
USA,USA,Mississippi,Quitman,210
USA,USA,Mississippi,Pike,210
USA,USA,Mississippi,Clay,210
USA,USA,Mississippi,Jackson,210
USA,USA,Mississippi,Marion,210
USA,USA,Mississippi,Winston,210
USA,USA,Mississippi,Oktibbeha,210
USA,USA,Mississippi,Washington,210
USA,USA,Mississippi,Smith,210
USA,USA,Mississippi,Claiborne,210
USA,USA,Mississippi,Sharkey,210
USA,USA,Mississippi,Noxubee,210
USA,USA,Mississippi,Issaquena,210
USA,USA,Missouri,Knox,210
USA,USA,Missouri,Atchison,210
USA,USA,Missouri,Nodaway,210
USA,USA,Missouri,Gentry,210
USA,USA,Missouri,Worth,210
USA,USA,Missouri,Chariton,210
USA,USA,Missouri,Pike,210
USA,USA,Missouri,Clark,210
USA,USA,Missouri,Ralls,210
USA,USA,Missouri,Holt,210
USA,USA,Missouri,Shannon,210
USA,USA,Missouri,Andrew,210
USA,USA,Missouri,Dent,210
USA,USA,Missouri,Cedar,210
USA,USA,Missouri,Shelby,210
USA,USA,Missouri,Scott,210
USA,USA,Missouri,Audrain,210
USA,USA,Missouri,Callaway,210
USA,USA,Missouri,Phelps,210
USA,USA,Missouri,Lewis,210
USA,USA,Missouri,Oregon,210
USA,USA,Missouri,Harrison,210
USA,USA,Missouri,Gasconade,210
USA,USA,Missouri,Dallas,210
USA,USA,Missouri,Howell,210
USA,USA,Missouri,Ray,210
USA,USA,Missouri,Lincoln,210
USA,USA,Missouri,Maries,210
USA,USA,Missouri,Hickory,210
USA,USA,Missouri,Franklin,210
USA,USA,Missouri,Randolph,210
USA,USA,Missouri,Clay,210
USA,USA,Missouri,Henry,210
USA,USA,Missouri,Platte,210
USA,USA,Missouri,Putnam,210
USA,USA,Missouri,Carroll,210
USA,USA,Missouri,Bates,210
USA,USA,Missouri,Jefferson,210
USA,USA,Missouri,Mississippi,210
USA,USA,Missouri,Marion,210
USA,USA,Missouri,Stoddard,210
USA,USA,Missouri,Johnson,210
USA,USA,Missouri,Buchanan,210
USA,USA,Missouri,Caldwell,210
USA,USA,Missouri,Osage,210
USA,USA,Missouri,Wayne,210
USA,USA,Missouri,Lafayette,210
USA,USA,Missouri,St. Charles,210
USA,USA,Missouri,St. Francois,210
USA,USA,Missouri,Cass,210
USA,USA,Missouri,Saline,210
USA,USA,Missouri,Madison,210
USA,USA,Missouri,Pettis,210
USA,USA,Missouri,Bollinger,210
USA,USA,Missouri,Warren,210
USA,USA,Missouri,Mercer,210
USA,USA,Missouri,Daviess,210
USA,USA,Missouri,Laclede,210
USA,USA,Missouri,Clinton,210
USA,USA,Missouri,Macon,210
USA,USA,Missouri,Cole,210
USA,USA,Missouri,Jackson,210
USA,USA,Missouri,Douglas,210
USA,USA,Missouri,Ripley,210
USA,USA,Missouri,Vernon,210
USA,USA,Missouri,DeKalb,210
USA,USA,Missouri,Dunklin,210
USA,USA,Missouri,Christian,210
USA,USA,Missouri,Kansas City,210
USA,USA,Missouri,Cape Girardeau,210
USA,USA,Missouri,Howard,210
USA,USA,Missouri,Wright,210
USA,USA,Missouri,Boone,210
USA,USA,Missouri,Adair,210
USA,USA,Missouri,Texas,210
USA,USA,Missouri,Benton,210
USA,USA,Missouri,Ste. Genevieve,210
USA,USA,Missouri,Barton,210
USA,USA,Missouri,Perry,210
USA,USA,Missouri,Polk,210
USA,USA,Missouri,Jasper,210
USA,USA,Missouri,Washington,210
USA,USA,Missouri,Joplin,210
USA,USA,Missouri,Monroe,210
USA,USA,Missouri,Barry,210
USA,USA,Missouri,Sullivan,210
USA,USA,Missouri,St. Louis County,210
USA,USA,Missouri,Ozark,210
USA,USA,Missouri,Morgan,210
USA,USA,Missouri,Webster,210
USA,USA,Missouri,Cooper,210
USA,USA,Missouri,Greene,210
USA,USA,Missouri,Miller,210
USA,USA,Missouri,Butler,210
USA,USA,Missouri,Scotland,210
USA,USA,Missouri,Stone,210
USA,USA,Missouri,St. Louis,210
USA,USA,Missouri,Newton,210
USA,USA,Missouri,Grundy,210
USA,USA,Missouri,New Madrid,210
USA,USA,Missouri,Schuyler,210
USA,USA,Missouri,Taney,210
USA,USA,Missouri,Camden,210
USA,USA,Missouri,Reynolds,210
USA,USA,Missouri,Dade,210
USA,USA,Missouri,Pemiscot,210
USA,USA,Missouri,Moniteau,210
USA,USA,Missouri,Pulaski,210
USA,USA,Missouri,Livingston,210
USA,USA,Missouri,Iron,210
USA,USA,Missouri,Lawrence,210
USA,USA,Missouri,McDonald,210
USA,USA,Missouri,Crawford,210
USA,USA,Missouri,Linn,210
USA,USA,Missouri,St. Clair,210
USA,USA,Missouri,Montgomery,210
USA,USA,Missouri,Carter,210
USA,USA,Montana,Big Horn,210
USA,USA,Montana,McCone,210
USA,USA,Montana,Blaine,210
USA,USA,Montana,Musselshell,210
USA,USA,Montana,Prairie,210
USA,USA,Montana,Broadwater,210
USA,USA,Montana,Richland,210
USA,USA,Montana,Carbon,210
USA,USA,Montana,Treasure,210
USA,USA,Montana,Phillips,210
USA,USA,Montana,Daniels,210
USA,USA,Montana,Petroleum,210
USA,USA,Montana,Dawson,210
USA,USA,Montana,Roosevelt,210
USA,USA,Montana,Golden Valley,210
USA,USA,Montana,Fallon,210
USA,USA,Montana,Jefferson,210
USA,USA,Montana,Glacier,210
USA,USA,Montana,Yellowstone,210
USA,USA,Montana,Flathead,210
USA,USA,Montana,Sanders,210
USA,USA,Montana,Valley,210
USA,USA,Montana,Gallatin,210
USA,USA,Montana,Lake,210
USA,USA,Montana,Silver Bow,210
USA,USA,Montana,Custer,210
USA,USA,Montana,Lincoln,210
USA,USA,Montana,Beaverhead,210
USA,USA,Montana,Lewis and Clark,210
USA,USA,Montana,Park,210
USA,USA,Montana,Sheridan,210
USA,USA,Montana,Ravalli,210
USA,USA,Montana,Fergus,210
USA,USA,Montana,Chouteau,210
USA,USA,Montana,Mineral,210
USA,USA,Montana,Cascade,210
USA,USA,Montana,Pondera,210
USA,USA,Montana,Wibaux,210
USA,USA,Montana,Rosebud,210
USA,USA,Montana,Powell,210
USA,USA,Montana,Meagher,210
USA,USA,Montana,Missoula,210
USA,USA,Montana,Madison,210
USA,USA,Montana,Deer Lodge,210
USA,USA,Montana,Hill,210
USA,USA,Montana,Granite,210
USA,USA,Montana,Judith Basin,210
USA,USA,Montana,Liberty,210
USA,USA,Montana,Teton,210
USA,USA,Montana,Toole,210
USA,USA,Montana,Stillwater,210
USA,USA,Montana,Carter,210
USA,USA,Montana,Garfield,210
USA,USA,Montana,Powder River,210
USA,USA,Montana,Sweet Grass,210
USA,USA,Montana,Wheatland,210
USA,USA,Nebraska,Morrill,210
USA,USA,Nebraska,Banner,210
USA,USA,Nebraska,Hitchcock,210
USA,USA,Nebraska,Boyd,210
USA,USA,Nebraska,Blaine,210
USA,USA,Nebraska,Perkins,210
USA,USA,Nebraska,Madison,210
USA,USA,Nebraska,Sherman,210
USA,USA,Nebraska,Custer,210
USA,USA,Nebraska,Richardson,210
USA,USA,Nebraska,Red Willow,210
USA,USA,Nebraska,Garfield,210
USA,USA,Nebraska,Cuming,210
USA,USA,Nebraska,Knox,210
USA,USA,Nebraska,Pierce,210
USA,USA,Nebraska,Dodge,210
USA,USA,Nebraska,Holt,210
USA,USA,Nebraska,Loup,210
USA,USA,Nebraska,Lincoln,210
USA,USA,Nebraska,Adams,210
USA,USA,Nebraska,Boone,210
USA,USA,Nebraska,Hamilton,210
USA,USA,Nebraska,Buffalo,210
USA,USA,Nebraska,Furnas,210
USA,USA,Nebraska,Phelps,210
USA,USA,Nebraska,Clay,210
USA,USA,Nebraska,Logan,210
USA,USA,Nebraska,Dixon,210
USA,USA,Nebraska,Nemaha,210
USA,USA,Nebraska,Kimball,210
USA,USA,Nebraska,Platte,210
USA,USA,Nebraska,Sheridan,210
USA,USA,Nebraska,Saunders,210
USA,USA,Nebraska,Saline,210
USA,USA,Nebraska,Keya Paha,210
USA,USA,Nebraska,Colfax,210
USA,USA,Nebraska,Keith,210
USA,USA,Nebraska,York,210
USA,USA,Nebraska,Chase,210
USA,USA,Nebraska,Sarpy,210
USA,USA,Nebraska,Nance,210
USA,USA,Nebraska,Deuel,210
USA,USA,Nebraska,Jefferson,210
USA,USA,Nebraska,Hayes,210
USA,USA,Nebraska,Scotts Bluff,210
USA,USA,Nebraska,Howard,210
USA,USA,Nebraska,Box Butte,210
USA,USA,Nebraska,Brown,210
USA,USA,Nebraska,Washington,210
USA,USA,Nebraska,Gosper,210
USA,USA,Nebraska,Otoe,210
USA,USA,Nebraska,Lancaster,210
USA,USA,Nebraska,Cass,210
USA,USA,Nebraska,Merrick,210
USA,USA,Nebraska,Dundy,210
USA,USA,Nebraska,Nuckolls,210
USA,USA,Nebraska,Webster,210
USA,USA,Nebraska,Thayer,210
USA,USA,Nebraska,Cedar,210
USA,USA,Nebraska,Garden,210
USA,USA,Nebraska,Douglas,210
USA,USA,Nebraska,Hall,210
USA,USA,Nebraska,Valley,210
USA,USA,Nebraska,Greeley,210
USA,USA,Nebraska,Burt,210
USA,USA,Nebraska,Dawson,210
USA,USA,Nebraska,Antelope,210
USA,USA,Nebraska,Kearney,210
USA,USA,Nebraska,Thurston,210
USA,USA,Nebraska,Frontier,210
USA,USA,Nebraska,Dawes,210
USA,USA,Nebraska,Dakota,210
USA,USA,Nebraska,Wayne,210
USA,USA,Nebraska,McPherson,210
USA,USA,Nebraska,Fillmore,210
USA,USA,Nebraska,Butler,210
USA,USA,Nebraska,Cheyenne,210
USA,USA,Nebraska,Harlan,210
USA,USA,Nebraska,Gage,210
USA,USA,Nebraska,Polk,210
USA,USA,Nebraska,Franklin,210
USA,USA,Nebraska,Johnson,210
USA,USA,Nebraska,Hooker,210
USA,USA,Nebraska,Thomas,210
USA,USA,Nebraska,Seward,210
USA,USA,Nebraska,Wheeler,210
USA,USA,Nebraska,Stanton,210
USA,USA,Nebraska,Pawnee,210
USA,USA,Nebraska,Cherry,210
USA,USA,Nebraska,Rock,210
USA,USA,Nebraska,Arthur,210
USA,USA,Nebraska,Grant,210
USA,USA,Nebraska,Sioux,210
USA,USA,Nevada,Eureka,210
USA,USA,Nevada,Churchill,210
USA,USA,Nevada,Humboldt,210
USA,USA,Nevada,White Pine,210
USA,USA,Nevada,Lyon,210
USA,USA,Nevada,Pershing,210
USA,USA,Nevada,Storey,210
USA,USA,Nevada,Carson City,210
USA,USA,Nevada,Washoe,210
USA,USA,Nevada,Clark,210
USA,USA,Nevada,Nye,210
USA,USA,Nevada,Elko,210
USA,USA,Nevada,Douglas,210
USA,USA,Nevada,Lander,210
USA,USA,Nevada,Lincoln,210
USA,USA,Nevada,Esmeralda,210
USA,USA,Nevada,Mineral,210
USA,USA,New Hampshire,Sullivan,210
USA,USA,New Hampshire,Carroll,210
USA,USA,New Hampshire,Belknap,210
USA,USA,New Hampshire,Merrimack,210
USA,USA,New Hampshire,Hillsborough,210
USA,USA,New Hampshire,Strafford,210
USA,USA,New Hampshire,Grafton,210
USA,USA,New Hampshire,Cheshire,210
USA,USA,New Hampshire,Rockingham,210
USA,USA,New Hampshire,Coos,210
USA,USA,New Jersey,Warren,210
USA,USA,New Jersey,Salem,210
USA,USA,New Jersey,Sussex,210
USA,USA,New Jersey,Ocean,210
USA,USA,New Jersey,Burlington,210
USA,USA,New Jersey,Gloucester,210
USA,USA,New Jersey,Hunterdon,210
USA,USA,New Jersey,Monmouth,210
USA,USA,New Jersey,Camden,210
USA,USA,New Jersey,Cumberland,210
USA,USA,New Jersey,Cape May,210
USA,USA,New Jersey,Morris,210
USA,USA,New Jersey,Atlantic,210
USA,USA,New Jersey,Mercer,210
USA,USA,New Jersey,Passaic,210
USA,USA,New Jersey,Middlesex,210
USA,USA,New Jersey,Bergen,210
USA,USA,New Jersey,Essex,210
USA,USA,New Jersey,Union,210
USA,USA,New Jersey,Somerset,210
USA,USA,New Jersey,Hudson,210
USA,USA,New Mexico,Union,210
USA,USA,New Mexico,Quay,210
USA,USA,New Mexico,San Juan,210
USA,USA,New Mexico,Doña Ana,210
USA,USA,New Mexico,De Baca,210
USA,USA,New Mexico,Grant,210
USA,USA,New Mexico,Socorro,210
USA,USA,New Mexico,Colfax,210
USA,USA,New Mexico,Roosevelt,210
USA,USA,New Mexico,Sierra,210
USA,USA,New Mexico,Sandoval,210
USA,USA,New Mexico,McKinley,210
USA,USA,New Mexico,Valencia,210
USA,USA,New Mexico,Harding,210
USA,USA,New Mexico,Otero,210
USA,USA,New Mexico,Rio Arriba,210
USA,USA,New Mexico,Lincoln,210
USA,USA,New Mexico,Chaves,210
USA,USA,New Mexico,Bernalillo,210
USA,USA,New Mexico,Guadalupe,210
USA,USA,New Mexico,Torrance,210
USA,USA,New Mexico,Luna,210
USA,USA,New Mexico,San Miguel,210
USA,USA,New Mexico,Santa Fe,210
USA,USA,New Mexico,Eddy,210
USA,USA,New Mexico,Curry,210
USA,USA,New Mexico,Taos,210
USA,USA,New Mexico,Cibola,210
USA,USA,New Mexico,Los Alamos,210
USA,USA,New Mexico,Hidalgo,210
USA,USA,New Mexico,Mora,210
USA,USA,New Mexico,Lea,210
USA,USA,New Mexico,Catron,210
USA,USA,New York,Washington,210
USA,USA,New York,Cattaraugus,210
USA,USA,New York,Warren,210
USA,USA,New York,Genesee,210
USA,USA,New York,Niagara,210
USA,USA,New York,Wyoming,210
USA,USA,New York,Schuyler,210
USA,USA,New York,Livingston,210
USA,USA,New York,Fulton,210
USA,USA,New York,Herkimer,210
USA,USA,New York,Orleans,210
USA,USA,New York,Allegany,210
USA,USA,New York,Steuben,210
USA,USA,New York,Chautauqua,210
USA,USA,New York,Chemung,210
USA,USA,New York,Lewis,210
USA,USA,New York,Erie,210
USA,USA,New York,Tioga,210
USA,USA,New York,Saratoga,210
USA,USA,New York,Ontario,210
USA,USA,New York,Chenango,210
USA,USA,New York,Oneida,210
USA,USA,New York,Jefferson,210
USA,USA,New York,Montgomery,210
USA,USA,New York,Franklin,210
USA,USA,New York,Oswego,210
USA,USA,New York,Wayne,210
USA,USA,New York,Delaware,210
USA,USA,New York,Broome,210
USA,USA,New York,Monroe,210
USA,USA,New York,Schenectady,210
USA,USA,New York,St. Lawrence,210
USA,USA,New York,Seneca,210
USA,USA,New York,Rensselaer,210
USA,USA,New York,Onondaga,210
USA,USA,New York,Columbia,210
USA,USA,New York,Madison,210
USA,USA,New York,Hamilton,210
USA,USA,New York,Clinton,210
USA,USA,New York,Greene,210
USA,USA,New York,Yates,210
USA,USA,New York,Essex,210
USA,USA,New York,Sullivan,210
USA,USA,New York,Otsego,210
USA,USA,New York,Schoharie,210
USA,USA,New York,Cayuga,210
USA,USA,New York,Orange,210
USA,USA,New York,Cortland,210
USA,USA,New York,Suffolk,210
USA,USA,New York,Ulster,210
USA,USA,New York,Albany,210
USA,USA,New York,Nassau,210
USA,USA,New York,Tompkins,210
USA,USA,New York,Dutchess,210
USA,USA,New York,Putnam,210
USA,USA,New York,Rockland,210
USA,USA,New York,New York City,210
USA,USA,New York,Westchester,210
USA,USA,North Carolina,Alleghany,210
USA,USA,North Carolina,Yancey,210
USA,USA,North Carolina,Surry,210
USA,USA,North Carolina,Perquimans,210
USA,USA,North Carolina,Wayne,210
USA,USA,North Carolina,Alexander,210
USA,USA,North Carolina,Lincoln,210
USA,USA,North Carolina,Hyde,210
USA,USA,North Carolina,Yadkin,210
USA,USA,North Carolina,Stokes,210
USA,USA,North Carolina,Iredell,210
USA,USA,North Carolina,Swain,210
USA,USA,North Carolina,Stanly,210
USA,USA,North Carolina,Gaston,210
USA,USA,North Carolina,Ashe,210
USA,USA,North Carolina,Avery,210
USA,USA,North Carolina,Currituck,210
USA,USA,North Carolina,Rockingham,210
USA,USA,North Carolina,Henderson,210
USA,USA,North Carolina,Davidson,210
USA,USA,North Carolina,Union,210
USA,USA,North Carolina,Wilkes,210
USA,USA,North Carolina,Madison,210
USA,USA,North Carolina,Forsyth,210
USA,USA,North Carolina,Carteret,210
USA,USA,North Carolina,Davie,210
USA,USA,North Carolina,Cabarrus,210
USA,USA,North Carolina,Granville,210
USA,USA,North Carolina,McDowell,210
USA,USA,North Carolina,Mitchell,210
USA,USA,North Carolina,Johnston,210
USA,USA,North Carolina,Buncombe,210
USA,USA,North Carolina,Haywood,210
USA,USA,North Carolina,Catawba,210
USA,USA,North Carolina,Bladen,210
USA,USA,North Carolina,Pender,210
USA,USA,North Carolina,Caldwell,210
USA,USA,North Carolina,Alamance,210
USA,USA,North Carolina,Person,210
USA,USA,North Carolina,Rowan,210
USA,USA,North Carolina,Franklin,210
USA,USA,North Carolina,Vance,210
USA,USA,North Carolina,Camden,210
USA,USA,North Carolina,Pasquotank,210
USA,USA,North Carolina,Dare,210
USA,USA,North Carolina,Hoke,210
USA,USA,North Carolina,Gates,210
USA,USA,North Carolina,Jackson,210
USA,USA,North Carolina,Edgecombe,210
USA,USA,North Carolina,Greene,210
USA,USA,North Carolina,Anson,210
USA,USA,North Carolina,Randolph,210
USA,USA,North Carolina,Wake,210
USA,USA,North Carolina,Cleveland,210
USA,USA,North Carolina,Graham,210
USA,USA,North Carolina,Pamlico,210
USA,USA,North Carolina,Mecklenburg,210
USA,USA,North Carolina,Jones,210
USA,USA,North Carolina,Chowan,210
USA,USA,North Carolina,Beaufort,210
USA,USA,North Carolina,Guilford,210
USA,USA,North Carolina,Bertie,210
USA,USA,North Carolina,Rutherford,210
USA,USA,North Carolina,Wilson,210
USA,USA,North Carolina,Sampson,210
USA,USA,North Carolina,Caswell,210
USA,USA,North Carolina,Polk,210
USA,USA,North Carolina,Cumberland,210
USA,USA,North Carolina,Columbus,210
USA,USA,North Carolina,Pitt,210
USA,USA,North Carolina,Craven,210
USA,USA,North Carolina,Nash,210
USA,USA,North Carolina,Tyrrell,210
USA,USA,North Carolina,Warren,210
USA,USA,North Carolina,Brunswick,210
USA,USA,North Carolina,Montgomery,210
USA,USA,North Carolina,Harnett,210
USA,USA,North Carolina,Robeson,210
USA,USA,North Carolina,Chatham,210
USA,USA,North Carolina,Duplin,210
USA,USA,North Carolina,Martin,210
USA,USA,North Carolina,Richmond,210
USA,USA,North Carolina,Watauga,210
USA,USA,North Carolina,Cherokee,210
USA,USA,North Carolina,Durham,210
USA,USA,North Carolina,Burke,210
USA,USA,North Carolina,Orange,210
USA,USA,North Carolina,Lenoir,210
USA,USA,North Carolina,Moore,210
USA,USA,North Carolina,New Hanover,210
USA,USA,North Carolina,Macon,210
USA,USA,North Carolina,Transylvania,210
USA,USA,North Carolina,Scotland,210
USA,USA,North Carolina,Lee,210
USA,USA,North Carolina,Onslow,210
USA,USA,North Carolina,Washington,210
USA,USA,North Carolina,Northampton,210
USA,USA,North Carolina,Halifax,210
USA,USA,North Carolina,Hertford,210
USA,USA,North Carolina,Clay,210
USA,USA,North Dakota,Adams,210
USA,USA,North Dakota,Dickey,210
USA,USA,North Dakota,Pembina,210
USA,USA,North Dakota,McLean,210
USA,USA,North Dakota,Griggs,210
USA,USA,North Dakota,Steele,210
USA,USA,North Dakota,Mercer,210
USA,USA,North Dakota,Golden Valley,210
USA,USA,North Dakota,Renville,210
USA,USA,North Dakota,Traill,210
USA,USA,North Dakota,Sargent,210
USA,USA,North Dakota,Rolette,210
USA,USA,North Dakota,Stutsman,210
USA,USA,North Dakota,Mountrail,210
USA,USA,North Dakota,Bowman,210
USA,USA,North Dakota,Bottineau,210
USA,USA,North Dakota,Stark,210
USA,USA,North Dakota,Williams,210
USA,USA,North Dakota,Divide,210
USA,USA,North Dakota,Ward,210
USA,USA,North Dakota,Oliver,210
USA,USA,North Dakota,Nelson,210
USA,USA,North Dakota,Sioux,210
USA,USA,North Dakota,Wells,210
USA,USA,North Dakota,Cass,210
USA,USA,North Dakota,Emmons,210
USA,USA,North Dakota,Foster,210
USA,USA,North Dakota,Walsh,210
USA,USA,North Dakota,Morton,210
USA,USA,North Dakota,McIntosh,210
USA,USA,North Dakota,Burke,210
USA,USA,North Dakota,Hettinger,210
USA,USA,North Dakota,Burleigh,210
USA,USA,North Dakota,LaMoure,210
USA,USA,North Dakota,Dunn,210
USA,USA,North Dakota,Grant,210
USA,USA,North Dakota,Ramsey,210
USA,USA,North Dakota,Billings,210
USA,USA,North Dakota,Kidder,210
USA,USA,North Dakota,Benson,210
USA,USA,North Dakota,Slope,210
USA,USA,North Dakota,Sheridan,210
USA,USA,North Dakota,Pierce,210
USA,USA,North Dakota,Grand Forks,210
USA,USA,North Dakota,Richland,210
USA,USA,North Dakota,Logan,210
USA,USA,North Dakota,Eddy,210
USA,USA,North Dakota,Barnes,210
USA,USA,North Dakota,Ransom,210
USA,USA,North Dakota,McKenzie,210
USA,USA,North Dakota,McHenry,210
USA,USA,North Dakota,Towner,210
USA,USA,North Dakota,Cavalier,210
USA,USA,Ohio,Williams,210
USA,USA,Ohio,Van Wert,210
USA,USA,Ohio,Ashtabula,210
USA,USA,Ohio,Allen,210
USA,USA,Ohio,Putnam,210
USA,USA,Ohio,Defiance,210
USA,USA,Ohio,Columbiana,210
USA,USA,Ohio,Lake,210
USA,USA,Ohio,Fulton,210
USA,USA,Ohio,Carroll,210
USA,USA,Oklahoma,Roger Mills,210
USA,USA,Oklahoma,Latimer,210
USA,USA,Oklahoma,Major,210
USA,USA,Oklahoma,Custer,210
USA,USA,Oklahoma,Beckham,210
USA,USA,Oklahoma,Jackson,210
USA,USA,Oklahoma,Alfalfa,210
USA,USA,Oklahoma,Cimarron,210
USA,USA,Oklahoma,Okmulgee,210
USA,USA,Oklahoma,Blaine,210
USA,USA,Oklahoma,Kay,210
USA,USA,Oklahoma,Ottawa,210
USA,USA,Oklahoma,Washita,210
USA,USA,Oklahoma,Dewey,210
USA,USA,Oklahoma,Nowata,210
USA,USA,Oklahoma,Texas,210
USA,USA,Oklahoma,Craig,210
USA,USA,Oklahoma,Woodward,210
USA,USA,Oklahoma,Greer,210
USA,USA,Oklahoma,Le Flore,210
USA,USA,Oklahoma,Pittsburg,210
USA,USA,Oklahoma,Pawnee,210
USA,USA,Oklahoma,Ellis,210
USA,USA,Oklahoma,Delaware,210
USA,USA,Oklahoma,Beaver,210
USA,USA,Oklahoma,Muskogee,210
USA,USA,Oklahoma,Rogers,210
USA,USA,Oklahoma,Tillman,210
USA,USA,Oklahoma,Pontotoc,210
USA,USA,Oklahoma,Adair,210
USA,USA,Oklahoma,Woods,210
USA,USA,Oklahoma,Mayes,210
USA,USA,Oklahoma,Pottawatomie,210
USA,USA,Oklahoma,Marshall,210
USA,USA,Oklahoma,Osage,210
USA,USA,Oklahoma,Grady,210
USA,USA,Oklahoma,Creek,210
USA,USA,Oklahoma,Bryan,210
USA,USA,Oklahoma,McClain,210
USA,USA,Oklahoma,Kiowa,210
USA,USA,Oklahoma,Garvin,210
USA,USA,Oklahoma,Seminole,210
USA,USA,Oklahoma,Washington,210
USA,USA,Oklahoma,Canadian,210
USA,USA,Oklahoma,Harmon,210
USA,USA,Oklahoma,Wagoner,210
USA,USA,Oklahoma,Coal,210
USA,USA,Oklahoma,Cleveland,210
USA,USA,Oklahoma,Harper,210
USA,USA,Oklahoma,Tulsa,210
USA,USA,Oklahoma,McCurtain,210
USA,USA,Oklahoma,Carter,210
USA,USA,Oklahoma,Kingfisher,210
USA,USA,Oklahoma,Pushmataha,210
USA,USA,Oklahoma,Noble,210
USA,USA,Oklahoma,Grant,210
USA,USA,Oklahoma,Johnston,210
USA,USA,Oklahoma,Garfield,210
